ID,SYSTOLIC_DATA,DIASTOLIC_DATA,RISK,TIME_MS
130,153.354,151.667,75.9841,1547511231074
131,190.847,145.339,74.9596,1547511232073
132,201.823,120.154,70.8821,1547511233069
133,197.323,136.575,73.5407,1547511234049
134,197.456,132.266,72.8431,1547511235049
135,213.484,119.681,70.8054,1547511236048
136,188.931,164.033,77.9863,1547511237050
137,149.957,167.626,78.568,1547511238048
138,149.957,167.626,78.568,1547511239042
139,169.311,149.618,75.6525,1547511240044
140,175.67,180.735,80.6904,1547511241048
141,175.67,180.735,80.6904,1547511242052
142,163.23,161.245,77.5348,1547511243047
143,163.23,161.245,77.5348,1547511244042
144,166.489,111.242,69.4391,1547511245056
145,185.309,78.3351,19.1676,1547511246055
146,145.087,97.7856,67.2605,1547511247054
147,130.476,128.26,72.1944,1547511248046
148,170.318,125.524,71.7515,1547511249047
149,173.111,163.682,77.9294,1547511250048
150,175.904,191.528,82.4379,1547511251049
151,170.888,166.227,78.3416,1547511252045
152,170.888,166.227,78.3416,1547511253050
153,206.901,157.911,76.9951,1547511254045
154,184.199,191.493,82.4323,1547511291050
155,163.704,190.105,82.2075,1547511292047
156,128.125,198.591,83.5815,1547511293071
157,128.125,198.591,83.5815,1547511294075
158,144.634,231.976,88.9866,1547511295078
159,96.5811,208.052,85.1133,1547511296057
160,96.5811,208.052,85.1133,1547511297050
161,85.5151,196.96,83.3173,1547511298048
162,123.891,194.664,82.9456,1547511299048
163,174.843,172.334,79.3302,1547511300053
164,164.201,157.389,76.9107,1547511301048
165,209.55,139.315,73.9844,1547511302053
166,193.634,141.007,74.2583,1547511303049
167,156.363,117.455,70.4451,1547511304048
168,108.011,120.559,70.9477,1547511305050
169,113.173,108.862,69.0539,1547511306050
170,124.79,116.11,70.2273,1547511307052
171,176.678,83.9,38.1601,1547511308050
172,199.77,86.2904,48.6777,1547511309045
173,205.304,82.5395,32.1737,1547511310053
174,218.571,106.607,68.6888,1547511311053
175,218.571,106.607,68.6888,1547511312051
176,207.244,114.898,70.031,1547511313045
177,183.217,122.105,71.198,1547511314048
178,175.965,119.677,70.8049,1547511315047
179,207.127,158.719,77.1259,1547511316045
180,207.274,139.777,74.0591,1547511317048
181,191.437,150.943,75.867,1547511318049
182,191.437,150.943,75.867,1547511319046
183,216.165,167.471,78.543,1547511320047
184,202.858,173.051,79.4463,1547511321047
185,202.247,168.14,78.6512,1547511322049
186,190.771,198.978,83.6441,1547511323047
187,171.908,167.331,78.5203,1547511324047
188,131.434,138.735,73.8904,1547511325052
189,125.686,125.104,71.6835,1547511326048
190,90.2227,90.3555,66.0576,1547511327050
191,90.2227,90.3555,66.0576,1547511328046
192,86.725,66.3108,13.1554,1547511329049
193,88.3253,68.5285,14.2642,1547511330048
194,114.774,75.8057,17.9028,1547511331054
195,150.767,117.514,70.4546,1547511332057
196,150.767,117.514,70.4546,1547511333053
197,174.367,109.176,69.1047,1547511334046
198,196.56,103.995,68.2659,1547511335046
199,209.08,105.75,68.5501,1547511336049
200,213.077,101.189,67.8116,1547511337046
201,189.695,102.894,68.0876,1547511338046
202,180.728,111.146,69.4236,1547511339049
203,136.453,110.031,69.2432,1547511340045
204,145.338,114.34,69.9408,1547511341047
205,132.568,152.583,76.1326,1547511342050
206,150.902,145.099,74.9208,1547511343055
207,128.753,137.213,73.644,1547511344048
208,178.106,149.296,75.6003,1547511345045
209,185.577,128.451,72.2255,1547511346051
210,163.434,96.7997,67.1009,1547511347050
211,153.06,61.2485,10.6242,1547511348050
212,153.06,61.2485,10.6242,1547511349047
213,173.959,101.327,67.8339,1547511350043
214,183.866,84.4971,40.7873,1547511351042
215,183.866,84.4971,40.7873,1547511352048
216,161.751,100.673,67.728,1547511353055
