Service	Invocations	Failures
bloodpressure-0	203	40
bloodpressurefilter-0	201	17
bloodpressuretransfer-0	200	32
centralhub-0	193	24
ecg-0	211	22
ecgfilter-0	210	26
ecgtransfer-0	209	34
oximeter-0	205	21
oximeterfilter-0	204	27
oximetertransfer-0	204	35
thermometer-0	208	21
thermometerfilter-0	207	27
thermometertransfer-0	206	43

	bloodpressure-0	bloodpressurefilter-0	bloodpressuretransfer-0	centralhub-0	ecg-0	ecgfilter-0	ecgtransfer-0	oximeter-0	oximeterfilter-0	oximetertransfer-0	thermometer-0	thermometerfilter-0	thermometertransfer-0	
1	-	-	-	-	-	-	-	-	-	-	-	-	-	
2	-	-	-	-	-	-	-	-	-	-	-	-	-	
3	-	-	-	-	0	-	-	-	-	-	-	-	-	
4	-	-	-	-	0	0	-	-	-	-	-	-	-	
5	-	-	-	-	0	0	0	-	-	-	-	-	-	
6	-	-	-	-	0	0	0	-	-	-	0	-	-	
7	-	-	-	-	0	0	0	-	-	-	0	0	-	
8	-	-	-	-	0	0	0	-	-	-	0	0	0	
9	-	-	-	-	0	0	0	0	-	-	0	0	0	
10	-	-	-	-	0	0	0	0	1	-	0	0	0	
11	-	-	-	-	0	0	0	0	0	0	0	0	0	
12	0	-	-	-	0	1	0	0	1	0	0	0	0	
13	0	0	-	-	1	0	0	0	0	0	0	1	0	
14	0	0	0	-	0	0	0	0	0	0	0	0	0	
15	1	0	0	0	0	0	1	0	0	0	0	0	0	
16	0	0	0	0	0	0	0	0	1	0	1	0	0	
17	0	0	0	0	0	0	0	0	0	0	0	0	0	
18	1	0	0	0	0	0	0	0	0	0	0	0	1	
19	1	0	1	0	0	0	0	1	0	0	0	1	0	
20	0	0	0	0	1	0	0	0	0	0	0	1	0	
21	0	1	0	0	0	0	0	0	0	1	0	0	0	
22	0	0	0	0	0	0	1	0	1	0	0	0	0	
23	0	0	0	0	0	0	0	0	0	0	1	0	0	
24	0	0	0	0	0	0	0	0	0	0	0	1	0	
25	0	0	0	1	0	0	0	0	0	0	0	0	1	
26	0	0	0	0	0	0	0	1	1	0	0	0	0	
27	0	0	0	0	0	0	0	0	0	0	0	0	0	
28	0	1	0	0	0	0	0	0	0	1	0	0	0	
29	0	0	0	0	0	0	0	0	0	0	0	0	0	
30	0	0	1	0	0	0	1	0	0	0	0	0	0	
31	0	1	0	0	0	0	0	0	0	0	0	1	0	
32	0	0	0	1	0	0	0	0	0	0	0	0	0	
33	0	0	0	0	0	0	0	0	0	0	0	0	0	
34	0	0	0	0	0	1	1	0	0	0	0	0	0	
35	0	0	0	0	1	0	0	0	0	0	0	0	0	
36	0	0	0	0	0	1	0	0	0	0	0	0	0	
37	0	0	0	0	0	0	1	0	0	0	0	0	0	
38	0	0	0	0	0	1	0	0	0	0	1	0	0	
39	0	0	0	0	0	0	0	0	0	1	0	0	1	
40	0	0	0	0	0	0	0	0	0	1	0	0	1	
41	0	0	0	0	0	1	0	1	0	1	0	0	0	
42	0	0	0	0	0	0	0	0	0	0	0	0	0	
43	0	0	1	0	0	1	1	0	0	1	0	0	0	
44	0	0	1	0	0	1	0	0	0	0	0	0	0	
45	0	0	1	0	0	0	0	0	0	0	0	0	1	
46	0	0	0	0	0	0	0	0	0	0	0	0	0	
47	0	0	0	1	1	0	0	0	0	1	0	0	0	
48	0	0	1	0	0	0	0	0	0	0	0	0	1	
49	0	0	0	0	0	0	1	0	0	0	0	0	0	
50	0	0	0	0	0	0	0	0	0	0	1	0	0	
51	0	0	0	0	0	0	0	0	0	1	0	0	0	
