Service	Invocations	Failures
bloodpressure-0	294	41
bloodpressurefilter-0	293	34
bloodpressuretransfer-0	292	32
centralhub-0	286	27
ecg-0	303	26
ecgfilter-0	302	32
ecgtransfer-0	301	58
oximeter-0	297	28
oximeterfilter-0	296	31
oximetertransfer-0	295	61
thermometer-0	300	28
thermometerfilter-0	299	40
thermometertransfer-0	298	58

	bloodpressure-0	bloodpressurefilter-0	bloodpressuretransfer-0	centralhub-0	ecg-0	ecgfilter-0	ecgtransfer-0	oximeter-0	oximeterfilter-0	oximetertransfer-0	thermometer-0	thermometerfilter-0	thermometertransfer-0	
1	-	-	-	-	-	-	-	-	-	-	-	-	-	
2	-	-	-	-	0	-	-	-	-	-	-	-	-	
3	-	-	-	-	0	0	-	-	-	-	-	-	-	
4	-	-	-	-	0	1	0	-	-	-	-	-	-	
5	-	-	-	-	0	0	0	-	-	-	0	-	-	
6	-	-	-	-	0	0	0	-	-	-	0	0	-	
7	-	-	-	-	0	0	0	-	-	-	0	0	0	
8	-	-	-	-	0	0	0	0	-	-	0	0	0	
9	-	-	-	-	0	0	0	0	0	-	0	0	0	
10	-	-	-	-	0	0	0	0	0	0	0	0	0	
11	0	-	-	-	0	0	0	0	0	0	0	1	0	
12	1	0	-	-	1	0	0	0	0	0	0	0	0	
13	0	0	0	-	0	0	0	0	0	0	0	0	0	
14	0	0	0	1	0	0	1	0	0	0	0	0	0	
15	0	0	0	0	0	0	0	0	0	0	1	0	0	
16	1	0	0	0	0	0	0	0	0	0	0	0	0	
17	0	0	0	0	0	0	0	0	0	0	0	0	1	
18	0	0	0	0	0	0	0	1	0	0	0	0	0	
19	1	0	0	0	1	0	0	0	1	0	0	0	0	
20	0	1	0	0	0	0	1	0	0	1	0	0	0	
21	0	0	0	0	0	0	1	0	0	0	0	0	0	
22	0	0	0	0	0	0	0	0	0	0	1	0	0	
23	0	0	1	0	0	0	0	0	0	0	0	0	0	
24	0	0	0	1	0	0	0	0	0	0	0	0	1	
