ID,RELIABILITY,COST,OXIM,ECG,TEMP,ABP,PATIENT_STATUS,TIME_MS,TIME (ms)
0,0,0,FALSE,FALSE,FALSE,FALSE,NORMAL STATE,1548290158848,0
1,0,0,TRUE,TRUE,TRUE,FALSE,NORMAL STATE,1548290160778,1930
2,0,0,TRUE,TRUE,TRUE,TRUE,NORMAL STATE,1548290161817,2969
3,0.964172,0.6059,TRUE,TRUE,TRUE,TRUE,NORMAL STATE,1548290162782,3934
4,0.964172,0.6059,TRUE,TRUE,TRUE,TRUE,NORMAL STATE,1548290163794,4946
5,0.964172,0.6059,TRUE,TRUE,TRUE,TRUE,NORMAL STATE,1548290164799,5951
6,0.903516,0.526351,TRUE,TRUE,TRUE,TRUE,NORMAL STATE,1548290165788,6940
7,0.891721,0.466488,TRUE,TRUE,TRUE,TRUE,NORMAL STATE,1548290165959,7111
8,0.891721,0.466488,TRUE,TRUE,TRUE,TRUE,NORMAL STATE,1548290166139,7291
9,0.891721,0.466488,TRUE,TRUE,TRUE,TRUE,NORMAL STATE,1548290167136,8288
10,0.891721,0.466488,TRUE,TRUE,TRUE,TRUE,NORMAL STATE,1548290168143,9295
11,0.891721,0.466488,TRUE,TRUE,TRUE,TRUE,NORMAL STATE,1548290169142,10294
12,0.891721,0.466488,TRUE,TRUE,TRUE,TRUE,NORMAL STATE,1548290170133,11285
13,0.891721,0.466488,TRUE,TRUE,TRUE,TRUE,NORMAL STATE,1548290171131,12283
14,0.891721,0.466488,TRUE,TRUE,TRUE,TRUE,NORMAL STATE,1548290172131,13283
15,0.891721,0.466488,TRUE,TRUE,TRUE,TRUE,NORMAL STATE,1548290173134,14286
16,0.891721,0.466488,TRUE,TRUE,TRUE,TRUE,NORMAL STATE,1548290174130,15282
17,0.891721,0.466488,TRUE,TRUE,TRUE,TRUE,NORMAL STATE,1548290175133,16285
18,0.891721,0.466488,TRUE,TRUE,TRUE,TRUE,NORMAL STATE,1548290176132,17284
19,0.891721,0.466488,TRUE,TRUE,TRUE,TRUE,NORMAL STATE,1548290177129,18281
20,0.891721,0.466488,TRUE,TRUE,TRUE,TRUE,NORMAL STATE,1548290178129,19281
21,0.891721,0.466488,TRUE,TRUE,TRUE,TRUE,NORMAL STATE,1548290179130,20282
22,0.891721,0.466488,TRUE,TRUE,TRUE,TRUE,NORMAL STATE,1548290180127,21279
23,0.891721,0.466488,TRUE,TRUE,TRUE,TRUE,NORMAL STATE,1548290181123,22275
24,0.891721,0.466488,TRUE,TRUE,TRUE,TRUE,NORMAL STATE,1548290182132,23284
25,0.891721,0.466488,TRUE,TRUE,TRUE,TRUE,NORMAL STATE,1548290183138,24290
26,0.891721,0.466488,TRUE,TRUE,TRUE,TRUE,NORMAL STATE,1548290184136,25288
27,0.891721,0.466488,TRUE,TRUE,TRUE,TRUE,NORMAL STATE,1548290185146,26298
28,0.891721,0.466488,TRUE,TRUE,TRUE,TRUE,NORMAL STATE,1548290186134,27286
