first_timestamp,second_timestamp,diff,average,std_dev
"1,54724515164298E+018","1,54724515164307E+018",85760,"103732,039344262","17416,1305887002"
"1,54724515265109E+018","1,54724515265117E+018",77056,,
"1,5472451536295E+018","1,54724515362958E+018",77312,,
"1,54724515465251E+018","1,54724515465258E+018",73472,,
"1,54724515567257E+018","1,54724515567268E+018",113920,,
"1,54724515668403E+018","1,54724515668415E+018",114688,,
"1,54724515768178E+018","1,54724515768187E+018",89600,,
"1,54724515867982E+018","1,5472451586799E+018",82176,,
"1,54724515968186E+018","1,54724515968198E+018",119296,,
"1,54724516068516E+018","1,54724516068525E+018",93696,,
"1,54724516168428E+018","1,5472451616844E+018",120576,,
"1,5472451626871E+018","1,54724516268726E+018",154624,,
"1,54724516368532E+018","1,54724516368544E+018",118528,,
"1,54724516468146E+018","1,54724516468156E+018",99072,,
"1,54724516568228E+018","1,54724516568239E+018",111360,,
"1,54724516668632E+018","1,54724516668643E+018",114432,,
"1,5472451676846E+018","1,54724516768471E+018",105472,,
"1,54724516868531E+018","1,54724516868542E+018",114688,,
"1,54724516968875E+018","1,54724516968889E+018",138496,,
"1,54724517068611E+018","1,54724517068626E+018",151296,,
"1,54724517168125E+018","1,54724517168136E+018",112384,,
"1,54724517268277E+018","1,54724517268288E+018",108032,,
"1,54724517368639E+018","1,54724517368653E+018",142592,,
"1,54724517468748E+018","1,54724517468764E+018",158720,,
"1,54724517568226E+018","1,54724517568237E+018",103680,,
"1,54724517668305E+018","1,54724517668317E+018",120064,,
"1,54724517768601E+018","1,54724517768625E+018",242432,,
"1,54724517868014E+018","1,54724517868024E+018",92416,,
"1,54724517967624E+018","1,54724517967632E+018",77312,,
"1,54724518067465E+018","1,54724518067473E+018",78080,,
"1,54724518167715E+018","1,54724518167726E+018",113920,,
"1,54724518268706E+018","1,54724518268718E+018",120832,,
"1,54724518368858E+018","1,5472451836887E+018",114944,,
"1,54724518468947E+018","1,54724518468959E+018",116480,,
"1,54724518568338E+018","1,54724518568348E+018",101632,,
"1,54724518667137E+018","1,54724518667147E+018",102144,,
"1,54724518767645E+018","1,54724518767655E+018",96768,,
"1,54724518867503E+018","1,54724518867511E+018",84992,,
"1,54724518968064E+018","1,54724518968076E+018",122368,,
"1,54724519068458E+018","1,54724519068468E+018",97536,,
"1,54724519167816E+018","1,54724519167825E+018",87040,,
"1,54724519267242E+018","1,5472451926725E+018",84480,,
"1,54724519367703E+018","1,54724519367713E+018",105216,,
"1,54724519468187E+018","1,54724519468197E+018",95744,,
"1,54724519567895E+018","1,54724519567905E+018",94208,,
"1,54724519667385E+018","1,54724519667394E+018",87808,,
"1,5472451976719E+018","1,54724519767199E+018",86272,,
"1,547245198678E+018","1,54724519867811E+018",104192,,
"1,54724519968005E+018","1,54724519968017E+018",113920,,
"1,54724520067979E+018","1,54724520067989E+018",105728,,
"1,54724520168107E+018","1,54724520168118E+018",108800,,
"1,54724520268307E+018","1,54724520268318E+018",110336,,
"1,54724520368412E+018","1,54724520368423E+018",111360,,
"1,54724520468373E+018","1,54724520468383E+018",102144,,
"1,5472452056823E+018","1,54724520568241E+018",111104,,
"1,54724520668243E+018","1,54724520668255E+018",114176,,
"1,54724520768296E+018","1,54724520768307E+018",106496,,
"1,54724520867694E+018","1,54724520867702E+018",86528,,
"1,54724520967652E+018","1,54724520967664E+018",121600,,
"1,54724521069272E+018","1,54724521069281E+018",91136,,
"1,54724521169093E+018","1,54724521169104E+018",106752,,
"1,54724521267975E+018","1,54724521267985E+018",95232,,
"1,54724521367978E+018","1,54724521367988E+018",101888,,
"1,54724521467945E+018","1,54724521467955E+018",103680,,
"1,54724521567957E+018","1,54724521567967E+018",99840,,
"1,54724521668191E+018","1,54724521668202E+018",119296,,
"1,54724521767943E+018","1,54724521767953E+018",99328,,
"1,54724521868023E+018","1,54724521868034E+018",110080,,
"1,54724521968678E+018","1,5472452196869E+018",117248,,
