first_timestamp,second_timestamp,diff,average,std_dev
"1,54724716431493E+018","1,54724716431502E+018",87552,"112649,293729373","14476,2007315019"
"1,54724716532286E+018","1,54724716532295E+018",80640,,
"1,54724716630029E+018","1,54724716630037E+018",75264,,
"1,5472471673257E+018","1,54724716732579E+018",83712,,
"1,54724716835345E+018","1,54724716835357E+018",120832,,
"1,54724716936233E+018","1,54724716936249E+018",155392,,
"1,54724717035969E+018","1,54724717035982E+018",126976,,
"1,54724717135941E+018","1,54724717135954E+018",133120,,
"1,54724717236072E+018","1,54724717236084E+018",126464,,
"1,54724717335517E+018","1,54724717335528E+018",102400,,
"1,54724717435126E+018","1,54724717435137E+018",110080,,
"1,54724717535304E+018","1,54724717535315E+018",117760,,
"1,54724717635553E+018","1,54724717635564E+018",115200,,
"1,54724717735834E+018","1,54724717735846E+018",116736,,
"1,5472471783587E+018","1,54724717835882E+018",113408,,
"1,54724717935764E+018","1,54724717935776E+018",117248,,
"1,54724718035869E+018","1,54724718035879E+018",106496,,
"1,54724718135618E+018","1,54724718135628E+018",108032,,
"1,54724718235318E+018","1,54724718235328E+018",102656,,
"1,54724718335201E+018","1,54724718335212E+018",112128,,
"1,54724718435781E+018","1,54724718435793E+018",116736,,
"1,54724718535893E+018","1,54724718535904E+018",112896,,
"1,54724718635798E+018","1,54724718635809E+018",116736,,
"1,54724718735825E+018","1,54724718735837E+018",115712,,
"1,54724718835621E+018","1,54724718835632E+018",113408,,
"1,54724718935709E+018","1,5472471893572E+018",107008,,
"1,54724719035607E+018","1,54724719035618E+018",109056,,
"1,54724719135563E+018","1,54724719135574E+018",107008,,
"1,54724719235802E+018","1,54724719235814E+018",112640,,
"1,54724719336289E+018","1,547247193363E+018",112384,,
"1,54724719435567E+018","1,54724719435577E+018",99072,,
"1,54724719535414E+018","1,54724719535425E+018",108288,,
"1,54724719635766E+018","1,54724719635777E+018",112128,,
"1,54724719736093E+018","1,54724719736106E+018",128768,,
"1,5472471983522E+018","1,5472471983523E+018",97792,,
"1,54724719934956E+018","1,54724719934966E+018",99840,,
"1,54724720035119E+018","1,5472472003513E+018",101888,,
"1,54724720135116E+018","1,54724720135127E+018",111872,,
"1,54724720235638E+018","1,54724720235649E+018",107520,,
"1,54724720335499E+018","1,5472472033551E+018",113408,,
"1,54724720435662E+018","1,54724720435673E+018",114176,,
"1,54724720536491E+018","1,54724720536502E+018",109312,,
"1,54724720637087E+018","1,54724720637098E+018",111360,,
"1,54724720736487E+018","1,54724720736499E+018",116224,,
"1,54724720835746E+018","1,54724720835763E+018",174080,,
"1,54724720935463E+018","1,54724720935474E+018",107008,,
"1,54724721035271E+018","1,54724721035282E+018",105984,,
"1,5472472113538E+018","1,5472472113539E+018",108800,,
"1,54724721235341E+018","1,54724721235351E+018",107264,,
"1,54724721335465E+018","1,54724721335477E+018",119296,,
"1,54724721435739E+018","1,5472472143575E+018",113152,,
"1,54724721535663E+018","1,54724721535674E+018",110080,,
"1,54724721635624E+018","1,54724721635636E+018",116992,,
"1,54724721735727E+018","1,54724721735738E+018",116736,,
"1,54724721835431E+018","1,54724721835443E+018",115200,,
"1,54724721935766E+018","1,54724721935776E+018",101376,,
"1,54724722035631E+018","1,54724722035642E+018",109824,,
"1,54724722135914E+018","1,54724722135925E+018",110080,,
"1,54724722236092E+018","1,54724722236104E+018",112128,,
"1,54724722335697E+018","1,54724722335708E+018",107520,,
"1,54724722435533E+018","1,54724722435544E+018",110336,,
"1,54724722535386E+018","1,54724722535397E+018",112896,,
"1,54724722635788E+018","1,54724722635799E+018",108544,,
"1,54724722735907E+018","1,54724722735919E+018",119808,,
"1,54724722835869E+018","1,5472472283588E+018",107264,,
"1,54724722935598E+018","1,54724722935609E+018",110080,,
"1,54724723035938E+018","1,54724723035949E+018",117760,,
"1,54724723135825E+018","1,54724723135836E+018",107008,,
"1,5472472323554E+018","1,54724723235553E+018",123648,,
"1,54724723335731E+018","1,54724723335743E+018",114176,,
"1,54724723435617E+018","1,54724723435628E+018",102656,,
"1,54724723535379E+018","1,5472472353539E+018",111104,,
"1,54724723635377E+018","1,54724723635387E+018",106240,,
"1,54724723735916E+018","1,54724723735929E+018",123648,,
"1,54724723836115E+018","1,54724723836127E+018",114944,,
"1,54724723935443E+018","1,54724723935453E+018",98816,,
"1,54724724035089E+018","1,547247240351E+018",109824,,
"1,54724724135641E+018","1,54724724135652E+018",107008,,
"1,5472472423598E+018","1,54724724235992E+018",112640,,
"1,54724724336104E+018","1,54724724336116E+018",115200,,
"1,5472472443537E+018","1,5472472443538E+018",101120,,
"1,54724724535599E+018","1,54724724535611E+018",113408,,
"1,54724724635543E+018","1,54724724635553E+018",106752,,
"1,54724724735353E+018","1,54724724735365E+018",114432,,
"1,5472472483513E+018","1,54724724835144E+018",142080,,
"1,54724724935612E+018","1,54724724935622E+018",107008,,
"1,54724725035592E+018","1,54724725035604E+018",116736,,
"1,54724725135713E+018","1,54724725135724E+018",113664,,
"1,54724725235484E+018","1,54724725235496E+018",111872,,
"1,54724725335568E+018","1,5472472533558E+018",118016,,
"1,54724725435663E+018","1,54724725435674E+018",109056,,
"1,54724725535365E+018","1,54724725535376E+018",112128,,
"1,54724725635554E+018","1,54724725635566E+018",117760,,
