first_timestamp,second_timestamp,diff,average,std_dev
"1,54724811794188E+018","1,54724811794197E+018",87296,"111404,485245902","24270,6814734324"
"1,54724811895598E+018","1,54724811895606E+018",78336,,
"1,54724811997757E+018","1,54724811997766E+018",90368,,
"1,54724812100304E+018","1,54724812100312E+018",75520,,
"1,54724812202587E+018","1,54724812202599E+018",123392,,
"1,54724812303299E+018","1,54724812303309E+018",90880,,
"1,54724812402213E+018","1,54724812402221E+018",79872,,
"1,54724812502345E+018","1,54724812502357E+018",115456,,
"1,54724812603265E+018","1,54724812603276E+018",110848,,
"1,54724812702751E+018","1,54724812702761E+018",99840,,
"1,54724812802496E+018","1,54724812802505E+018",97280,,
"1,54724812902385E+018","1,54724812902394E+018",92672,,
"1,5472481300269E+018","1,54724813002701E+018",111616,,
"1,5472481310347E+018","1,54724813103481E+018",116480,,
"1,54724813203481E+018","1,54724813203493E+018",120832,,
"1,54724813303614E+018","1,54724813303626E+018",112128,,
"1,5472481340344E+018","1,54724813403452E+018",117760,,
"1,547248135034E+018","1,54724813503412E+018",119808,,
"1,54724813603196E+018","1,54724813603207E+018",103168,,
"1,54724813702884E+018","1,54724813702894E+018",102912,,
"1,54724813803125E+018","1,54724813803137E+018",114944,,
"1,54724813903546E+018","1,54724813903558E+018",113408,,
"1,54724814003651E+018","1,54724814003663E+018",120064,,
"1,54724814103425E+018","1,54724814103436E+018",111616,,
"1,54724814203227E+018","1,54724814203238E+018",106496,,
"1,54724814303314E+018","1,54724814303326E+018",117248,,
"1,54724814403101E+018","1,54724814403112E+018",106240,,
"1,54724814502946E+018","1,54724814502958E+018",117760,,
"1,54724814602985E+018","1,54724814602995E+018",99584,,
"1,54724814702719E+018","1,5472481470273E+018",103424,,
"1,54724814802857E+018","1,54724814802868E+018",112896,,
"1,54724814903247E+018","1,54724814903258E+018",116736,,
"1,54724815003835E+018","1,54724815003847E+018",114688,,
"1,54724815103693E+018","1,54724815103703E+018",102912,,
"1,54724815203349E+018","1,54724815203361E+018",118784,,
"1,54724815303412E+018","1,54724815303424E+018",118272,,
"1,54724815403154E+018","1,54724815403163E+018",97280,,
"1,54724815502968E+018","1,54724815502979E+018",111872,,
"1,54724815603107E+018","1,54724815603118E+018",114176,,
"1,54724815703243E+018","1,54724815703254E+018",114432,,
"1,5472481580378E+018","1,54724815803791E+018",113920,,
"1,54724815903629E+018","1,5472481590364E+018",109568,,
"1,54724816003259E+018","1,54724816003271E+018",123136,,
"1,54724816103437E+018","1,54724816103449E+018",116224,,
"1,54724816203247E+018","1,54724816203258E+018",111104,,
"1,54724816303109E+018","1,5472481630312E+018",106496,,
"1,54724816403283E+018","1,54724816403294E+018",110080,,
"1,54724816503579E+018","1,5472481650359E+018",114176,,
"1,5472481660373E+018","1,54724816603741E+018",115968,,
"1,54724816703186E+018","1,54724816703197E+018",112896,,
"1,54724816803223E+018","1,54724816803235E+018",114944,,
"1,54724816903359E+018","1,5472481690337E+018",114176,,
"1,54724817003158E+018","1,54724817003169E+018",104448,,
"1,54724817103107E+018","1,54724817103117E+018",103680,,
"1,54724817203548E+018","1,54724817203559E+018",105472,,
"1,54724817303582E+018","1,54724817303593E+018",109568,,
"1,54724817403839E+018","1,5472481740385E+018",113664,,
"1,54724817504188E+018","1,54724817504199E+018",114176,,
"1,54724817603674E+018","1,54724817603684E+018",98304,,
"1,54724817703023E+018","1,54724817703034E+018",114432,,
"1,54724817803377E+018","1,54724817803387E+018",98560,,
