Service	Invocations	Failures
bloodpressure-0	132	36
bloodpressurefilter-0	131	2
bloodpressuretransfer-0	130	94
centralhub-0	124	99
ecg-0	141	5
ecgfilter-0	140	3
ecgtransfer-0	139	43
oximeter-0	135	6
oximeterfilter-0	134	101
oximetertransfer-0	133	101
thermometer-0	138	4
thermometerfilter-0	137	99
thermometertransfer-0	136	98

	bloodpressure-0	bloodpressurefilter-0	bloodpressuretransfer-0	centralhub-0	ecg-0	ecgfilter-0	ecgtransfer-0	oximeter-0	oximeterfilter-0	oximetertransfer-0	thermometer-0	thermometerfilter-0	thermometertransfer-0	
1	-	-	-	-	-	-	-	-	-	-	-	-	-	
2	-	-	-	-	0	-	-	-	-	-	-	-	-	
3	-	-	-	-	0	0	-	-	-	-	-	-	-	
4	-	-	-	-	0	0	0	-	-	-	-	-	-	
5	-	-	-	-	0	0	0	-	-	-	0	-	-	
6	-	-	-	-	0	0	0	-	-	-	0	1	-	
7	-	-	-	-	0	0	0	-	-	-	0	1	0	
8	-	-	-	-	0	0	0	0	-	-	0	0	1	
9	-	-	-	-	0	0	0	0	1	-	0	1	1	
10	-	-	-	-	0	0	0	0	1	1	0	1	1	
11	0	-	-	-	0	0	0	0	1	1	0	1	1	
12	0	0	-	-	0	0	0	0	1	1	0	0	0	
13	0	0	0	-	0	0	0	0	0	0	0	1	1	
14	0	0	1	-	0	0	0	0	1	1	0	1	0	
15	0	0	1	1	0	0	0	0	1	1	0	1	1	
16	0	0	0	1	0	0	0	0	1	0	0	0	1	
17	0	0	1	1	0	0	0	0	0	1	0	1	0	
18	0	0	1	1	0	0	0	0	0	1	0	1	1	
19	0	0	0	1	0	0	0	0	1	1	0	1	1	
20	0	0	0	1	0	0	0	0	0	1	0	0	1	
21	0	0	1	1	0	0	0	0	1	1	0	0	1	
22	0	0	0	1	0	0	0	0	1	1	0	1	0	
23	0	0	1	0	0	0	0	0	1	0	0	0	1	
24	0	0	1	1	0	0	0	0	1	0	0	0	1	
