ID,SYSTOLIC_DATA,DIASTOLIC_DATA,RISK,TIME_MS
130,170.094,109.636,69.1792,1547236796818
131,164.229,149.628,75.6541,1547236797817
132,146.206,134.397,73.1881,1547236798815
133,175.023,158.702,77.1231,1547236799809
134,200.321,147.605,75.3265,1547236800814
135,193.562,170.907,79.0992,1547236801815
136,193.562,170.907,79.0992,1547236802814
137,188.607,125.336,71.7211,1547236803816
138,188.607,125.336,71.7211,1547236804814
139,188.607,125.336,71.7211,1547236805814
140,199.977,131.293,72.6855,1547236806811
141,190.072,142.46,74.4935,1547236807811
142,165.999,157.59,76.9431,1547236808815
143,180.701,132.015,72.8024,1547236809817
144,176.787,168.087,78.6427,1547236810813
145,166.921,190.438,82.2613,1547236811812
146,155.04,202.834,84.2684,1547236812810
147,192.758,216.621,86.5005,1547236813815
148,159.749,251.932,92.2176,1547236814812
149,165.546,248.998,91.7426,1547236815815
150,158.05,221.229,87.2466,1547236816811
151,171.533,205.998,84.7806,1547236817815
152,145.409,169.766,78.9146,1547236818814
153,170.028,140.242,74.1344,1547236819812
154,160.825,112.859,69.701,1547236820814
155,160.825,112.859,69.701,1547236821815
156,149.963,106.513,68.6735,1547236822813
157,157.424,78.2363,19.1182,1547236823814
158,135.449,105.488,68.5076,1547236824814
159,139.155,104.405,68.3322,1547236861813
160,115.758,129.386,72.3767,1547236862812
161,181.14,141.447,74.3295,1547236863814
162,181.14,141.447,74.3295,1547236864811
163,162.549,134.639,73.2273,1547236865807
164,175.614,90.2836,66.0459,1547236866814
165,175.614,90.2836,66.0459,1547236867813
166,167.044,92.0093,66.3253,1547236868814
167,189.314,77.024,18.512,1547236869807
168,176.502,100.904,67.7654,1547236870804
169,186.443,91.2944,66.2096,1547236871809
170,186.443,91.2944,66.2096,1547236872813
171,211.157,94.3239,66.7001,1547236873814
172,211.157,94.3239,66.7001,1547236874815
173,216.216,85.3173,44.396,1547236875814
174,210.706,84.9606,42.8266,1547236876812
175,174.688,64.7969,12.3985,1547236877817
176,187.742,91.3221,66.2141,1547236878806
177,198.416,131.343,72.6937,1547236879807
178,195.871,186.547,81.6315,1547236880813
179,228.86,217.112,86.58,1547236881815
180,231.09,221.803,87.3396,1547236882816
181,231.09,221.803,87.3396,1547236883814
182,228.787,212.156,85.7777,1547236884816
183,228.787,212.156,85.7777,1547236885812
184,187.255,168.645,78.7329,1547236886814
185,203.632,114.581,69.9799,1547236887815
186,182.011,107.139,68.7749,1547236888817
187,192.349,81.3035,26.7353,1547236889817
188,181.055,81.9118,29.4119,1547236890816
189,217.476,95.9321,66.9604,1547236891816
190,191.512,100.779,67.7452,1547236892813
191,156.929,103.911,68.2522,1547236893806
192,156.929,103.911,68.2522,1547236894812
193,125.82,114.983,70.0448,1547236895816
194,115.16,111.11,69.4179,1547236896807
195,90.9762,102.858,68.0817,1547236897817
196,87.3434,131.349,72.6945,1547236898818
197,112.676,116.814,70.3414,1547236899814
198,141.405,145.198,74.9369,1547236900814
199,162.277,145.453,74.978,1547236901815
200,164.345,158.88,77.152,1547236902815
201,182.918,133.926,73.1119,1547236903817
202,178.663,123.06,71.3525,1547236904810
203,188.78,90.6032,66.0977,1547236905812
204,194.532,78.9255,19.4628,1547236906812
205,224.379,67.1388,13.5694,1547236907817
206,204.457,64.1358,12.0679,1547236908816
207,220.225,85.4582,45.0163,1547236909818
208,189.278,117.765,70.4954,1547236910815
209,158.651,128.308,72.2022,1547236911817
210,120.25,140.923,74.2447,1547236912815
211,120.25,140.923,74.2447,1547236913822
212,127.661,138.165,73.7982,1547236914819
213,127.661,138.165,73.7982,1547236915814
214,124.755,144.402,74.8079,1547236916814
215,138.77,168.081,78.6417,1547236917814
216,139.214,172.795,79.405,1547236918816
217,144.129,194.437,82.9089,1547236919817
218,111.759,213.607,86.0126,1547236920815
219,106.803,226.212,88.0534,1547236921814
220,86.2792,167.608,78.5651,1547236922818
221,89.5646,169.337,78.845,1547236923814
222,75.7844,174.984,79.7592,1547236924811
223,100.932,182.133,80.9167,1547236925812
224,137.602,143.663,74.6883,1547236926817
225,167.487,155.714,76.6395,1547236927814
226,192.531,186.48,81.6206,1547236928817
227,206.391,175.879,79.9041,1547236929816
228,214.135,171.714,79.2298,1547236930816
229,210.781,169.811,78.9218,1547236931816
230,210.088,203.267,84.3385,1547236932811
