first_timestamp,second_timestamp,diff,average,std_dev
"1,547248441639E+018","1,54724844163909E+018",87296,"113578,950166113","16419,0876112989"
"1,54724844264658E+018","1,54724844264666E+018",82688,,
"1,54724844362547E+018","1,54724844362564E+018",165632,,
"1,54724844465181E+018","1,54724844465189E+018",81664,,
"1,5472484456776E+018","1,54724844567771E+018",109568,,
"1,54724844667365E+018","1,54724844667373E+018",80896,,
"1,54724844767587E+018","1,54724844767597E+018",102912,,
"1,54724844868101E+018","1,5472484486811E+018",89088,,
"1,54724844967132E+018","1,54724844967145E+018",135424,,
"1,54724845067669E+018","1,54724845067688E+018",182528,,
"1,54724845168135E+018","1,54724845168145E+018",98560,,
"1,54724845268171E+018","1,54724845268183E+018",118016,,
"1,54724845368573E+018","1,54724845368584E+018",113920,,
"1,54724845468314E+018","1,54724845468326E+018",119552,,
"1,54724845568195E+018","1,54724845568205E+018",105984,,
"1,54724845667798E+018","1,54724845667809E+018",115200,,
"1,54724845768248E+018","1,54724845768259E+018",115456,,
"1,54724845868387E+018","1,54724845868398E+018",114944,,
"1,547248459687E+018","1,54724845968711E+018",113920,,
"1,54724846068783E+018","1,54724846068795E+018",121344,,
"1,54724846167893E+018","1,54724846167903E+018",100096,,
"1,54724846266932E+018","1,5472484626694E+018",83456,,
"1,54724846366741E+018","1,54724846366749E+018",80896,,
"1,54724846467162E+018","1,54724846467172E+018",99072,,
"1,54724846567971E+018","1,54724846567983E+018",121344,,
"1,54724846667608E+018","1,54724846667616E+018",81152,,
"1,54724846766582E+018","1,54724846766592E+018",101376,,
"1,54724846867081E+018","1,54724846867091E+018",99072,,
"1,54724846968025E+018","1,54724846968037E+018",115712,,
"1,54724847068136E+018","1,54724847068146E+018",104704,,
"1,54724847167809E+018","1,5472484716782E+018",110592,,
"1,54724847268104E+018","1,54724847268115E+018",110080,,
"1,54724847367614E+018","1,54724847367622E+018",80128,,
"1,54724847466586E+018","1,54724847466595E+018",87552,,
"1,5472484756686E+018","1,54724847566869E+018",92160,,
"1,54724847667388E+018","1,54724847667397E+018",99840,,
"1,54724847767731E+018","1,5472484776774E+018",93440,,
"1,54724847868164E+018","1,54724847868175E+018",112384,,
"1,54724847968266E+018","1,54724847968277E+018",110336,,
"1,54724848068056E+018","1,54724848068067E+018",103936,,
"1,54724848167966E+018","1,54724848167977E+018",103168,,
"1,54724848268135E+018","1,54724848268146E+018",102656,,
"1,5472484836823E+018","1,54724848368241E+018",111616,,
"1,54724848468129E+018","1,5472484846814E+018",110848,,
"1,54724848567913E+018","1,54724848567924E+018",115968,,
"1,54724848667902E+018","1,54724848667914E+018",115456,,
"1,54724848767515E+018","1,54724848767534E+018",191232,,
"1,54724848866798E+018","1,54724848866807E+018",87808,,
"1,54724848966332E+018","1,54724848966341E+018",97280,,
"1,54724849066861E+018","1,54724849066872E+018",104448,,
"1,5472484916789E+018","1,54724849167902E+018",116224,,
"1,54724849268021E+018","1,54724849268033E+018",118784,,
"1,54724849367955E+018","1,54724849367966E+018",109056,,
"1,54724849467515E+018","1,54724849467525E+018",103680,,
"1,54724849567549E+018","1,54724849567561E+018",114688,,
"1,54724849667834E+018","1,54724849667845E+018",110592,,
"1,54724849767975E+018","1,54724849767987E+018",120576,,
"1,54724849867723E+018","1,54724849867732E+018",91648,,
"1,54724849967327E+018","1,54724849967339E+018",114688,,
"1,54724850068005E+018","1,54724850068016E+018",111872,,
"1,54724850168092E+018","1,54724850168104E+018",118016,,
"1,54724850267846E+018","1,54724850267856E+018",100608,,
"1,5472485036749E+018","1,54724850367502E+018",122112,,
"1,54724850467918E+018","1,5472485046793E+018",115456,,
"1,54724850567958E+018","1,54724850567968E+018",103936,,
"1,54724850667903E+018","1,54724850667914E+018",106752,,
"1,54724850767826E+018","1,54724850767838E+018",119808,,
"1,54724850868143E+018","1,54724850868155E+018",121600,,
"1,54724850968476E+018","1,54724850968489E+018",130560,,
"1,54724851068626E+018","1,54724851068635E+018",94720,,
"1,54724851167444E+018","1,54724851167454E+018",98304,,
"1,54724851267602E+018","1,54724851267614E+018",122368,,
"1,54724851368292E+018","1,54724851368305E+018",124928,,
"1,54724851468223E+018","1,54724851468234E+018",114944,,
"1,54724851568069E+018","1,5472485156808E+018",108544,,
"1,5472485166777E+018","1,5472485166778E+018",99328,,
"1,54724851767879E+018","1,5472485176789E+018",109056,,
"1,54724851868341E+018","1,54724851868354E+018",134656,,
"1,5472485196816E+018","1,54724851968171E+018",114176,,
"1,54724852068117E+018","1,54724852068129E+018",122112,,
"1,5472485216793E+018","1,54724852167942E+018",124160,,
"1,54724852267825E+018","1,54724852267836E+018",112128,,
"1,54724852368275E+018","1,54724852368286E+018",110080,,
"1,54724852468184E+018","1,54724852468195E+018",109056,,
"1,54724852568092E+018","1,54724852568103E+018",111872,,
