first_timestamp,second_timestamp,diff,average,std_dev
"1,54724618385205E+018","1,54724618385214E+018",88576,"112010,491803279","18851,1393340441"
"1,54724618486658E+018","1,54724618486666E+018",76288,,
"1,54724618588767E+018","1,54724618588775E+018",77824,,
"1,54724618691388E+018","1,54724618691396E+018",79616,,
"1,54724618793318E+018","1,54724618793327E+018",80896,,
"1,54724618893804E+018","1,54724618893814E+018",99840,,
"1,54724618994052E+018","1,54724618994063E+018",114176,,
"1,54724619094152E+018","1,5472461909417E+018",177408,,
"1,54724619194248E+018","1,54724619194261E+018",132096,,
"1,5472461929426E+018","1,54724619294277E+018",168192,,
"1,54724619394488E+018","1,54724619394499E+018",116992,,
"1,54724619494393E+018","1,54724619494406E+018",134656,,
"1,54724619594081E+018","1,54724619594092E+018",113664,,
"1,54724619694247E+018","1,54724619694258E+018",117760,,
"1,5472461979415E+018","1,5472461979416E+018",107520,,
"1,54724619893691E+018","1,54724619893702E+018",105728,,
"1,54724619993761E+018","1,54724619993772E+018",112384,,
"1,54724620094132E+018","1,54724620094144E+018",120320,,
"1,54724620194187E+018","1,54724620194199E+018",116736,,
"1,54724620294266E+018","1,54724620294277E+018",114688,,
"1,54724620394051E+018","1,54724620394062E+018",111872,,
"1,54724620493852E+018","1,54724620493864E+018",116992,,
"1,54724620594274E+018","1,54724620594285E+018",111360,,
"1,54724620694116E+018","1,54724620694127E+018",103936,,
"1,54724620794335E+018","1,54724620794349E+018",142336,,
"1,5472462089412E+018","1,54724620894131E+018",110080,,
"1,54724620994005E+018","1,54724620994016E+018",112128,,
"1,54724621094152E+018","1,54724621094164E+018",118016,,
"1,54724621194286E+018","1,54724621194298E+018",120064,,
"1,54724621294376E+018","1,54724621294388E+018",119296,,
"1,54724621394151E+018","1,54724621394163E+018",111616,,
"1,54724621494152E+018","1,54724621494164E+018",119552,,
"1,54724621594419E+018","1,54724621594431E+018",120064,,
"1,54724621694303E+018","1,54724621694315E+018",116224,,
"1,54724621793913E+018","1,54724621793924E+018",108032,,
"1,54724621893799E+018","1,5472462189381E+018",112640,,
"1,54724621994202E+018","1,54724621994214E+018",118528,,
"1,54724622094345E+018","1,54724622094358E+018",125696,,
"1,54724622194507E+018","1,54724622194519E+018",118784,,
"1,54724622294772E+018","1,54724622294783E+018",112384,,
"1,54724622394541E+018","1,54724622394552E+018",111616,,
"1,54724622494415E+018","1,54724622494429E+018",141568,,
"1,54724622593642E+018","1,5472462259366E+018",177664,,
"1,54724622692288E+018","1,54724622692296E+018",73984,,
"1,54724622792809E+018","1,54724622792818E+018",88064,,
"1,54724622893139E+018","1,54724622893148E+018",89856,,
"1,54724622993091E+018","1,547246229931E+018",89344,,
"1,54724623093543E+018","1,54724623093552E+018",87040,,
"1,54724623192822E+018","1,5472462319283E+018",77824,,
"1,54724623293574E+018","1,54724623293586E+018",119040,,
"1,54724623393669E+018","1,54724623393677E+018",78848,,
