ID,SYSTOLIC_DATA,DIASTOLIC_DATA,RISK,TIME_MS
130,220.802,127.959,72.1457,1547646494949
131,210.984,145.956,75.0595,1547646495951
132,187.573,121.501,71.1001,1547646496955
133,173.966,132.377,72.861,1547646497960
134,173.966,132.377,72.861,1547646498952
135,163.6,129.62,72.4147,1547646499955
136,165.676,113.66,69.8307,1547646500956
137,192.726,111.722,69.5168,1547646501956
138,193.095,106.696,68.7032,1547646502952
139,180.008,110.703,69.3519,1547646503942
140,182.833,113.58,69.8176,1547646504952
141,192.414,95.2917,66.8568,1547646505953
142,205.699,116.609,70.3081,1547646506949
143,205.699,116.609,70.3081,1547646507956
144,184.659,112.393,69.6256,1547646508958
145,211.203,146.516,75.1502,1547646509954
146,215.904,141.717,74.3732,1547646510957
147,215.904,141.717,74.3732,1547646511956
148,191.1,192.804,82.6445,1547646512951
149,193.683,135.356,73.3433,1547646513953
150,193.683,135.356,73.3433,1547646550955
151,205.497,135.245,73.3253,1547646551942
152,201.269,120.656,70.9633,1547646552951
153,201.269,120.656,70.9633,1547646553946
154,206.52,164.103,77.9977,1547646554954
155,194.561,133.339,73.0168,1547646555942
156,166.772,168.589,78.724,1547646556945
157,183.349,176.841,80.06,1547646557947
158,185.43,147.911,75.3761,1547646558944
159,183.493,103.707,68.2193,1547646559941
160,183.493,103.707,68.2193,1547646560940
161,202.946,102.719,68.0592,1547646561947
162,202.946,102.719,68.0592,1547646562947
163,219.613,108.647,69.0191,1547646563944
164,198.964,106.17,68.618,1547646564951
165,176.458,145.156,74.9299,1547646565940
166,201.391,149.717,75.6685,1547646566943
167,201.391,149.717,75.6685,1547646567947
168,166.659,147.705,75.3426,1547646568943
169,164.134,125.86,71.8058,1547646569942
170,140.482,141.817,74.3893,1547646570944
171,164.825,133.111,72.9799,1547646571936
172,164.825,133.111,72.9799,1547646572951
173,131.057,130.408,72.5422,1547646573955
174,170.536,151.325,75.9287,1547646574953
175,170.536,151.325,75.9287,1547646575948
176,170.309,138.765,73.8953,1547646576943
177,214.677,137.272,73.6535,1547646577938
178,220.44,109.096,69.0918,1547646578941
179,245.02,114.09,69.9002,1547646579954
180,224.832,111.944,69.5529,1547646580950
181,208.531,130.105,72.4931,1547646581948
182,208.531,130.105,72.4931,1547646582956
183,211.162,104.092,68.2815,1547646583950
184,173.577,98.5024,67.3766,1547646584957
185,150.355,87.1893,52.6327,1547646585952
186,150.549,66.834,13.417,1547646586945
187,140.349,54.73,7.36501,1547646587950
188,141.727,74.3785,17.1893,1547646588953
189,154.383,117.105,70.3884,1547646589950
190,137.555,127.039,71.9968,1547646590947
191,137.555,127.039,71.9968,1547646591939
192,120.836,157.08,76.8606,1547646592948
193,115.186,151.081,75.8893,1547646593953
194,101.585,155.728,76.6416,1547646594947
195,104.731,115.564,70.1389,1547646595943
196,104.731,115.564,70.1389,1547646596942
197,167.377,117.033,70.3768,1547646597927
198,211.699,111.431,69.4698,1547646598932
199,204.781,112.276,69.6066,1547646599940
200,234.554,86.2075,48.3131,1547646600952
201,209.22,103.478,68.1821,1547646601952
202,168.415,130.618,72.5762,1547646602954
203,165.034,127.826,72.1242,1547646603956
204,186.277,128.224,72.1886,1547646604951
205,130.536,158.966,77.1659,1547646605951
206,184.097,148.302,75.4394,1547646606959
207,191.984,148.266,75.4335,1547646607951
208,202.987,124.965,71.6609,1547646608957
209,182.961,129.86,72.4535,1547646609949
210,188.495,119.012,70.6972,1547646610962
211,157.918,125.03,71.6716,1547646611948
212,157.918,125.03,71.6716,1547646612941
213,161.922,115.215,70.0825,1547646613946
214,140.937,115.169,70.075,1547646614946
215,140.937,115.169,70.075,1547646615949
216,157.416,118.913,70.6811,1547646616960
217,179.474,118.095,70.5487,1547646617947
218,183.449,120.142,70.8801,1547646618952
219,183.449,120.142,70.8801,1547646619948
220,173.15,142.234,74.4569,1547646621947
221,176.261,156.664,76.7932,1547646622034
222,180.255,162.875,77.7987,1547646623044
223,141.49,153.511,76.2827,1547646624053
224,141.166,189.872,82.1697,1547646625050
225,146.789,193.215,82.711,1547646626044
226,144.897,192.879,82.6566,1547646627043
