ID,SYSTOLIC_DATA,DIASTOLIC_DATA,RISK,TIME_MS
130,104.199,135.876,73.4275,1547247523183
131,114.458,130.887,72.6199,1547247524182
132,113.357,156.367,76.7452,1547247525157
133,92.9843,112.178,69.5908,1547247526149
134,128.317,94.0244,66.6516,1547247527150
135,127.225,112.924,69.7115,1547247528147
136,137.541,102.766,68.0668,1547247529148
137,168.211,94.9372,66.7993,1547247530150
138,153.382,93.4523,66.5589,1547247531149
139,138.169,90.3773,66.0611,1547247532150
140,187.94,84.7275,41.801,1547247533172
141,201.455,138.193,73.8026,1547247534179
142,201.737,128.286,72.1987,1547247535174
143,200.039,130.296,72.5241,1547247573169
144,195.631,152.619,76.1383,1547247574176
145,164.431,184.039,81.2254,1547247575177
146,158.047,149.602,75.6499,1547247576184
147,138.298,154.821,76.4948,1547247577184
148,192.417,154.438,76.4328,1547247578154
149,182.468,156.948,76.8393,1547247579144
150,157.813,112.432,69.6318,1547247580150
151,153.672,152.82,76.1708,1547247581153
152,149.445,179.368,80.4691,1547247582151
153,139.507,195.583,83.0944,1547247583151
154,166.781,183.218,81.0924,1547247584148
155,194.727,220.408,87.1137,1547247585148
156,165.475,164.952,78.135,1547247586150
157,165.475,164.952,78.135,1547247587151
158,161.548,146.68,75.1768,1547247588148
159,170.028,135.918,73.4343,1547247589148
160,167.569,138.433,73.8415,1547247590148
161,188.312,137.785,73.7366,1547247591150
162,237.001,192.989,82.6745,1547247592148
163,231.758,188.73,81.9848,1547247593150
164,235.589,217.555,86.6518,1547247594146
165,242.617,197.932,83.4747,1547247595151
166,238.529,172.328,79.3293,1547247596150
167,231.321,149.45,75.6253,1547247597149
168,258.87,116.387,70.2721,1547247598146
169,263.884,114.287,69.9321,1547247599150
170,248.049,149.28,75.5978,1547247600149
171,257.648,192.464,82.5894,1547247601153
172,255.852,167.912,78.6144,1547247602153
173,209.495,180.31,80.6216,1547247603147
174,169.441,154.103,76.3786,1547247604152
175,177.341,132.695,72.9126,1547247605151
176,145.99,98.0584,67.3047,1547247606153
177,147.872,132.676,72.9095,1547247607154
178,189.226,138.558,73.8617,1547247608151
179,185.353,173.576,79.5313,1547247609151
180,161.36,173.999,79.5998,1547247610146
181,166.552,184.625,81.3203,1547247611151
182,157.963,161.722,77.6121,1547247612149
183,137.603,172.593,79.3722,1547247613150
184,116.354,137.756,73.732,1547247614148
185,118.15,132.015,72.8025,1547247615151
186,124.033,116.209,70.2433,1547247616149
187,123.04,102.925,68.0926,1547247617150
188,125.006,108.681,69.0246,1547247618149
189,125.006,108.681,69.0246,1547247619147
190,141.992,132.213,72.8344,1547247620148
191,147.033,137.734,73.7283,1547247621148
192,132.163,143.415,74.6481,1547247622148
193,132.228,144.944,74.8956,1547247623152
194,149.875,129.057,72.3236,1547247624151
195,158.471,143.192,74.612,1547247625153
196,175.824,162.311,77.7076,1547247626149
197,178.894,145.545,74.993,1547247627148
198,166.72,145.267,74.948,1547247628149
199,161.915,143.373,74.6413,1547247629148
200,159.683,143.15,74.6053,1547247630152
201,178.495,110.118,69.2572,1547247631148
202,177.875,136.061,73.4576,1547247632149
203,207.913,143.806,74.7114,1547247633150
204,173.743,130.543,72.5642,1547247634151
205,175.498,72.9649,16.4825,1547247635149
206,175.498,72.9649,16.4825,1547247636151
207,144.768,84.5574,41.0523,1547247637150
208,123.356,77.5688,18.7844,1547247638150
209,130.815,65.0657,12.5328,1547247639147
210,158.197,55.5769,7.78846,1547247640147
