Service	Invocations	Failures
bloodpressure-0	298	53
bloodpressurefilter-0	297	15
bloodpressuretransfer-0	296	50
centralhub-0	292	29
ecg-0	307	16
ecgfilter-0	306	26
ecgtransfer-0	305	62
oximeter-0	301	23
oximeterfilter-0	300	31
oximetertransfer-0	299	73
thermometer-0	304	26
thermometerfilter-0	303	33
thermometertransfer-0	302	76

	bloodpressure-0	bloodpressurefilter-0	bloodpressuretransfer-0	centralhub-0	ecg-0	ecgfilter-0	ecgtransfer-0	oximeter-0	oximeterfilter-0	oximetertransfer-0	thermometer-0	thermometerfilter-0	thermometertransfer-0	
1	-	-	-	-	-	-	-	-	-	-	-	-	-	
2	-	-	-	-	-	-	-	-	-	-	-	-	-	
3	-	-	-	-	0	-	-	-	-	-	-	-	-	
4	-	-	-	-	0	0	-	-	-	-	-	-	-	
5	-	-	-	-	0	0	0	-	-	-	-	-	-	
6	-	-	-	-	0	0	0	-	-	-	0	-	-	
7	-	-	-	-	0	0	0	-	-	-	0	0	-	
8	-	-	-	-	0	0	0	-	-	-	0	0	0	
9	-	-	-	-	0	0	0	0	-	-	0	1	0	
10	-	-	-	-	0	1	0	0	0	-	0	0	0	
11	-	-	-	-	0	0	0	0	0	0	0	0	0	
12	0	-	-	-	0	0	0	0	0	0	0	0	0	
13	0	0	-	-	1	1	0	0	0	0	0	0	0	
14	0	0	0	-	0	0	0	0	0	0	0	0	0	
15	0	0	0	0	0	0	1	0	0	0	0	0	0	
16	0	0	0	0	0	0	0	0	0	0	1	0	0	
17	1	0	0	0	0	0	0	0	0	0	0	0	0	
18	0	0	0	0	0	0	0	0	0	0	0	0	1	
19	1	0	0	0	0	0	0	1	0	0	0	0	0	
20	0	1	0	0	0	0	0	0	0	0	0	0	0	
21	0	0	0	0	0	0	0	0	0	1	0	0	0	
22	0	0	0	0	0	1	0	0	0	0	0	0	0	
23	0	0	0	0	0	0	0	0	0	0	0	0	0	
24	0	0	0	0	0	0	0	0	0	0	0	0	0	
25	1	0	0	1	0	0	0	0	0	0	0	0	0	
26	0	0	0	0	0	0	0	0	0	0	0	0	0	
27	0	0	0	0	0	0	0	0	1	0	0	0	0	
28	0	0	0	0	0	0	0	0	1	1	0	0	0	
29	1	0	0	0	0	0	0	0	0	0	0	0	0	
30	0	0	0	0	0	0	0	0	0	0	0	0	0	
31	1	0	0	1	0	0	0	0	0	0	0	0	0	
32	1	0	0	0	0	0	0	0	0	0	0	0	1	
33	1	0	1	1	0	0	0	0	0	0	0	0	0	
34	1	0	0	1	0	0	1	0	1	0	0	1	0	
35	1	0	1	1	0	0	0	0	0	0	0	0	1	
36	0	0	0	0	0	0	0	0	0	0	0	0	0	
37	0	0	0	0	0	0	1	0	0	0	0	0	0	
38	0	0	0	0	0	0	0	0	0	0	0	0	0	
39	0	0	1	0	0	0	0	0	0	0	0	0	0	
40	0	0	0	0	0	0	0	0	0	0	0	0	0	
41	0	0	0	0	0	0	0	0	0	0	0	0	0	
42	0	0	0	0	0	0	1	0	0	1	0	0	0	
43	0	0	0	0	0	0	1	0	0	0	0	0	0	
44	0	0	0	1	0	0	0	0	0	0	0	1	0	
45	1	0	0	1	0	0	0	0	0	0	0	0	0	
46	0	0	0	0	0	0	0	0	0	0	0	0	1	
47	1	0	0	1	1	0	1	0	0	0	0	1	1	
48	1	0	0	0	0	0	0	0	0	1	0	1	1	
49	0	0	0	0	0	0	1	1	0	0	0	0	0	
50	0	0	0	0	0	0	0	0	1	1	1	0	0	
51	0	0	1	0	0	1	1	0	1	1	1	0	0	
