Service	Invocations	Failures
bloodpressure-0	277	102
bloodpressurefilter-0	276	2
bloodpressuretransfer-0	275	93
centralhub-0	271	66
ecg-0	286	7
ecgfilter-0	285	7
ecgtransfer-0	284	118
oximeter-0	280	13
oximeterfilter-0	279	34
oximetertransfer-0	278	61
thermometer-0	283	20
thermometerfilter-0	282	48
thermometertransfer-0	281	58

	bloodpressure-0	bloodpressurefilter-0	bloodpressuretransfer-0	centralhub-0	ecg-0	ecgfilter-0	ecgtransfer-0	oximeter-0	oximeterfilter-0	oximetertransfer-0	thermometer-0	thermometerfilter-0	thermometertransfer-0	
1	-	-	-	-	-	-	-	-	-	-	-	-	-	
2	-	-	-	-	0	-	-	-	-	-	-	-	-	
3	-	-	-	-	0	0	-	-	-	-	-	-	-	
4	-	-	-	-	0	0	0	-	-	-	-	-	-	
5	-	-	-	-	0	0	0	-	-	-	0	-	-	
6	-	-	-	-	0	0	0	-	-	-	0	1	-	
7	-	-	-	-	0	0	0	-	-	-	0	0	1	
8	-	-	-	-	0	0	0	0	-	-	0	0	0	
9	-	-	-	-	0	0	0	0	1	-	0	0	0	
10	-	-	-	-	0	0	0	0	0	1	0	0	0	
11	0	-	-	-	0	0	0	0	0	0	0	0	0	
12	0	0	-	-	0	0	0	0	0	0	0	0	0	
13	0	0	1	-	0	0	0	0	0	0	0	0	0	
14	0	0	0	-	0	0	0	0	0	0	0	0	0	
15	0	0	0	0	0	0	0	0	0	0	0	0	0	
16	0	0	0	0	0	0	0	0	0	0	0	1	0	
17	0	0	0	0	0	0	0	0	0	0	0	0	1	
18	0	0	0	0	0	0	0	0	1	0	0	0	0	
19	0	0	0	0	0	0	0	0	0	0	0	0	0	
20	0	0	0	0	0	0	0	0	0	1	0	0	0	
21	0	0	0	0	0	0	0	0	0	0	0	0	0	
22	0	0	0	0	0	0	0	0	0	0	0	0	0	
23	0	0	0	0	0	0	0	0	0	0	0	0	0	
24	0	0	0	0	0	0	0	0	0	0	0	0	0	
