ID,SYSTOLIC_DATA,DIASTOLIC_DATA,RISK,TIME_MS
131,171.91,181.639,80.8367,1547643417791
132,150.272,169.006,78.7914,1547643418796
133,219.453,147.713,75.344,1547643419791
134,219.453,147.713,75.344,1547643420794
135,217.696,105.926,68.5785,1547643421793
136,210.653,102.469,68.0188,1547643422793
137,196.395,90.9524,66.1542,1547643423790
138,184.231,110.736,69.3573,1547643424786
139,136.53,139.647,74.0381,1547643425782
140,146.451,199.86,83.7869,1547643426793
141,172.034,181.08,80.7462,1547643427795
142,170.773,178.191,80.2785,1547643428795
143,170.773,178.191,80.2785,1547643429794
144,172.751,130.59,72.5716,1547643430796
145,169.911,119.247,70.7352,1547643431794
146,141.736,67.7496,13.8748,1547643432794
147,141.736,67.7496,13.8748,1547643433792
148,116.82,69.9542,14.9771,1547643434793
149,148.117,125.908,71.8137,1547643435792
150,148.117,125.908,71.8137,1547643472794
151,160.149,131.129,72.659,1547643473791
152,143.26,121.393,71.0827,1547643474793
153,143.26,121.393,71.0827,1547643475803
154,180.069,118.097,70.549,1547643476794
155,181.136,116.86,70.3488,1547643477795
156,151.433,74.084,17.042,1547643478790
157,137.382,79.3826,19.6913,1547643479792
158,136.231,121.703,71.1329,1547643480788
159,136.942,154.01,76.3636,1547643481791
160,136.942,154.01,76.3636,1547643482797
161,107.676,170.847,79.0895,1547643483796
162,107.676,170.847,79.0895,1547643484790
163,139.759,151.807,76.0069,1547643485791
164,151.923,152.214,76.0727,1547643486795
165,173.116,133.148,72.9858,1547643487794
166,180.282,113.589,69.8192,1547643488792
167,180.282,113.589,69.8192,1547643489795
168,225.255,116.35,70.2662,1547643490792
169,200.927,151.533,75.9625,1547643491792
170,167.731,182.212,80.9296,1547643492794
171,170.486,172.499,79.357,1547643493792
172,170.486,172.499,79.357,1547643494791
173,168.887,173.851,79.5758,1547643495786
174,146.028,161.344,77.551,1547643496793
175,146.028,161.344,77.551,1547643497793
176,135.32,166.208,78.3384,1547643498793
177,147.753,127.412,72.0571,1547643499793
178,127.189,105.013,68.4306,1547643500794
179,96.7585,107.601,68.8496,1547643501796
180,94.2671,138.716,73.8873,1547643502791
181,111.631,98.5767,67.3886,1547643503786
182,111.631,98.5767,67.3886,1547643504799
183,141.796,110.326,69.2908,1547643505792
184,159.673,114.623,69.9866,1547643506793
185,164.607,101.433,67.8511,1547643507795
186,209.431,112.532,69.648,1547643508788
187,209.066,154.233,76.3996,1547643509795
188,185.497,144.822,74.8759,1547643510796
189,169.097,172.376,79.3371,1547643511794
190,168.096,177.256,80.1271,1547643512781
191,168.096,177.256,80.1271,1547643513784
192,132.091,140.483,74.1735,1547643514793
193,116.946,134.14,73.1465,1547643515796
194,122.435,169.703,78.9044,1547643516798
195,148.073,135.628,73.3873,1547643517792
196,148.073,135.628,73.3873,1547643518796
197,132.879,135.219,73.3211,1547643519798
198,170.843,125.735,71.7857,1547643520793
199,162.178,87.0361,51.9589,1547643521795
200,193.55,63.7441,11.8721,1547643522797
201,210.411,121.778,71.1451,1547643523795
202,231.286,120.924,71.0067,1547643524802
203,216.802,139.542,74.0211,1547643525792
204,263.327,142.224,74.4553,1547643526793
205,221.551,130.181,72.5055,1547643527797
206,194.306,72.7732,16.3866,1547643528792
207,172.207,99.9201,67.6061,1547643529793
208,186.988,87.3895,53.5139,1547643530793
209,185.431,149.712,75.6676,1547643531793
210,191.853,184.759,81.3419,1547643532797
211,204.186,193.107,82.6935,1547643533794
212,204.186,193.107,82.6935,1547643534800
213,243.962,162.426,77.7261,1547643535792
214,217.484,191.432,82.4223,1547643536795
215,217.484,191.432,82.4223,1547643537795
216,206.086,148.336,75.4449,1547643538794
217,224.271,162.192,77.6882,1547643539796
218,195.969,174.932,79.751,1547643540797
219,195.969,174.932,79.751,1547643541793
220,173.786,191.17,82.3798,1547643542789
221,135.335,194.834,82.973,1547643543796
222,145.502,190.693,82.3027,1547643544794
223,127.658,161.727,77.613,1547643545796
224,146.392,164.31,78.0311,1547643546791
225,138.035,140.217,74.1303,1547643547791
226,194.493,108.839,69.0502,1547643548792
